"UniqueName","LocalizedNames_EN-US","LocalizedNames_ES-ES","LocalizedDescriptions_EN-US","LocalizedDescriptions_ES-ES"
"UNIQUE_SHOES_VANITY_FROSTKNIGHT","Frost Knight's Boots","Botas de caballero glacial","",""
"UNIQUE_CAPE_VANITY_FROSTKNIGHT","Frost Knight's Cape","Capa de caballero glacial","",""
"SKIN_ARMORED_HORSE_FROSTKNIGHT","Frost Knight's Warhorse","Caballo de guerra de caballero glacial","",""
"UNIQUE_HEAD_VANITY_DUELIST","Duelist's Hat","Sombrero de duelista","",""
"UNIQUE_ARMOR_VANITY_DUELIST","Duelist's Armor","Armadura de duelista","",""
"UNIQUE_SHOES_VANITY_DUELIST","Duelist's Boots","Botas de duelista","",""
"UNIQUE_CAPE_VANITY_DUELIST","Duelist's Cape","Capa de duelista","",""
"SKIN_COUGAR_DUELIST","Duelist's Lynx","Lince de duelista","",""
"UNIQUE_TEST_DUNGEONMAP_PROTOTYPE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_CITY_LVL_01_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_CITY_LVL_02_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_CITY_LVL_03_S11_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_CITY_LVL_03_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_CITY_NOVENDOR_LVL_02_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_CITY_LVL_04_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_CITY_LVL_05_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_CITY_LVL_06_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_CITY_LVL_07_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_LVL_01_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_LVL_02_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_LVL_03_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_NOVENDOR_LVL_02_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_NOVENDOR_LVL_03_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_LVL_04_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_LVL_05_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_LVL_06_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_LVL_07_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_LVL_08_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_LVL_09_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_NONLETHAL_LVL_01_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_NONLETHAL_LVL_02_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_NONLETHAL_LVL_03_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_NONLETHAL_LVL_04_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_NONLETHAL_LVL_05_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_NONLETHAL_LVL_06_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_NONLETHAL_LVL_07_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_NONLETHAL_LVL_08_TEMPLATE","","","",""
"T4_TOKEN_CRYSTALLEAGUE_NONLETHAL_LVL_09_TEMPLATE","","","",""
"UNIQUE_TOKEN_COMMUNITY","Community Token","Token de la comunidad","This token is earned by salvaging rewards from Community Chests. It can be exchanged for other items.","Este token se obtiene al reciclar recompensas de los cofres de la comunidad. Se puede intercambiar por otros objetos."
"UNIQUE_LOOTCHEST_COMMUNITY_COMMON","Common Community Chest","Cofre de la comunidad común","A chest awarded for participation in the community. Opening it adds valuable rewards directly to your inventory!","Un cofre que se otorga por haber participado en la comunidad. ¡Abrirlo añade valiosas recompensas directamente a tu inventario!"
"UNIQUE_LOOTCHEST_COMMUNITY_COMMON_PREMIUM@1","Premium Common Community Chest","Cofre de la comunidad común premium","A chest awarded for participation in the community. Opening it adds valuable rewards directly to your inventory!","Un cofre que se otorga por haber participado en la comunidad. ¡Abrirlo añade valiosas recompensas directamente a tu inventario!"
"UNIQUE_LOOTCHEST_COMMUNITY_RARE","Rare Community Chest","Cofre de la comunidad raro","A chest awarded for participation in the community. Opening it adds valuable rewards directly to your inventory!","Un cofre que se otorga por haber participado en la comunidad. ¡Abrirlo añade valiosas recompensas directamente a tu inventario!"
"UNIQUE_LOOTCHEST_COMMUNITY_RARE_PREMIUM@1","Premium Rare Community Chest","Cofre de la comunidad raro premium","A chest awarded for participation in the community. Opening it adds valuable rewards directly to your inventory!","Un cofre que se otorga por haber participado en la comunidad. ¡Abrirlo añade valiosas recompensas directamente a tu inventario!"
"UNIQUE_LOOTCHEST_COMMUNITY_EPIC","Epic Community Chest","Cofre de la comunidad épico","A chest awarded for participation in the community. Opening it adds valuable rewards directly to your inventory!","Un cofre que se otorga por haber participado en la comunidad. ¡Abrirlo añade valiosas recompensas directamente a tu inventario!"
"UNIQUE_LOOTCHEST_COMMUNITY_EPIC_PREMIUM@1","Premium Epic Community Chest","Cofre de la comunidad épico premium","A chest awarded for participation in the community. Opening it adds valuable rewards directly to your inventory!","Un cofre que se otorga por haber participado en la comunidad. ¡Abrirlo añade valiosas recompensas directamente a tu inventario!"
"UNIQUE_LOOTCHEST_COMMUNITY_LEGENDARY","Legendary Community Chest","Cofre de la comunidad legendario","A chest awarded for participation in the community. Opening it adds valuable rewards directly to your inventory!","Un cofre que se otorga por haber participado en la comunidad. ¡Abrirlo añade valiosas recompensas directamente a tu inventario!"
"UNIQUE_LOOTCHEST_COMMUNITY_LEGENDARY_PREMIUM@1","Premium Legendary Community Chest","Cofre de la comunidad legendario premium","A chest awarded for participation in the community. Opening it adds valuable rewards directly to your inventory!","Un cofre que se otorga por haber participado en la comunidad. ¡Abrirlo añade valiosas recompensas directamente a tu inventario!"
"UNIQUE_LOOTCHEST_COMMUNITY_EXCLUSIVE_COMMON","Common Community Treasure","Tesoro de la comunidad común","A chest awarded for participation in the community. Opening it adds valuable rewards directly to your inventory!","Un cofre que se otorga por haber participado en la comunidad. ¡Abrirlo añade valiosas recompensas directamente a tu inventario!"
"UNIQUE_LOOTCHEST_COMMUNITY_EXCLUSIVE_COMMON_PREMIUM@1","Premium Common Community Treasure","Tesoro de la comunidad común premium","A chest awarded for participation in the community. Opening it adds valuable rewards directly to your inventory!","Un cofre que se otorga por haber participado en la comunidad. ¡Abrirlo añade valiosas recompensas directamente a tu inventario!"
"UNIQUE_LOOTCHEST_COMMUNITY_EXCLUSIVE_RARE","Rare Community Treasure","Tesoro de la comunidad raro","A chest awarded for participation in the community. Opening it adds valuable rewards directly to your inventory!","Un cofre que se otorga por haber participado en la comunidad. ¡Abrirlo añade valiosas recompensas directamente a tu inventario!"
"UNIQUE_LOOTCHEST_COMMUNITY_EXCLUSIVE_RARE_PREMIUM@1","Premium Rare Community Treasure","Tesoro de la comunidad raro premium","A chest awarded for participation in the community. Opening it adds valuable rewards directly to your inventory!","Un cofre que se otorga por haber participado en la comunidad. ¡Abrirlo añade valiosas recompensas directamente a tu inventario!"
"UNIQUE_LOOTCHEST_COMMUNITY_EXCLUSIVE_EPIC","Epic Community Treasure","Tesoro de la comunidad épico","A chest awarded for participation in the community. Opening it adds valuable rewards directly to your inventory!","Un cofre que se otorga por haber participado en la comunidad. ¡Abrirlo añade valiosas recompensas directamente a tu inventario!"
"UNIQUE_LOOTCHEST_COMMUNITY_EXCLUSIVE_EPIC_PREMIUM@1","Premium Epic Community Treasure","Tesoro de la comunidad épico premium","A chest awarded for participation in the community. Opening it adds valuable rewards directly to your inventory!","Un cofre que se otorga por haber participado en la comunidad. ¡Abrirlo añade valiosas recompensas directamente a tu inventario!"
"UNIQUE_LOOTCHEST_COMMUNITY_EXCLUSIVE_LEGENDARY","Legendary Community Treasure","Tesoro de la comunidad legendario","A chest awarded for participation in the community. Opening it adds valuable rewards directly to your inventory!","Un cofre que se otorga por haber participado en la comunidad. ¡Abrirlo añade valiosas recompensas directamente a tu inventario!"
"UNIQUE_LOOTCHEST_COMMUNITY_EXCLUSIVE_LEGENDARY_PREMIUM@1","Premium Legendary Community Treasure","Tesoro de la comunidad legendario premium","A chest awarded for participation in the community. Opening it adds valuable rewards directly to your inventory!","Un cofre que se otorga por haber participado en la comunidad. ¡Abrirlo añade valiosas recompensas directamente a tu inventario!"
"UNIQUE_UNLOCK_HEAD_VANITY_DRESS_BLUE_NON_TRADABLE","Wardrobe Skin: Blue Princess Hat","Skin de vestuario: Sombrero de princesa azul","",""
"UNIQUE_UNLOCK_HEAD_VANITY_DRESS_BLACK_NON_TRADABLE","Wardrobe Skin: Noblewoman's Jewelry","Skin de vestuario: Joyas de mujer noble","",""
"UNIQUE_UNLOCK_HEAD_VANITY_PRIEST_NON_TRADABLE","Wardrobe Skin: Monk's Hood","Skin de vestuario: Capucha de monje","",""
"UNIQUE_UNLOCK_HEAD_VANITY_WEDDING_DRESS_NON_TRADABLE","Wardrobe Skin: Bridal Veil","Skin de vestuario: Velo de novia","",""
"UNIQUE_UNLOCK_HEAD_VANITY_WEDDING_TUXEDO_NON_TRADABLE","Wardrobe Skin: Groom's Hat","Skin de vestuario: Sombrero de novio","",""
"UNIQUE_UNLOCK_HEAD_VANITY_BARD_NON_TRADABLE","Wardrobe Skin: Bard's Hat","Skin de vestuario: Sombrero de bardo","",""
"UNIQUE_UNLOCK_HEAD_VANITY_INNKEEPER_NON_TRADABLE","Wardrobe Skin: Innkeeper's Hat","Skin de vestuario: Sombrero de posadero","",""
"UNIQUE_UNLOCK_HEAD_VANITY_PIRATE_NON_TRADABLE","Wardrobe Skin: Navigator's Hat","Skin de vestuario: Sombrero de navegante","",""
"UNIQUE_UNLOCK_ARMOR_VANITY_DRESS_BLUE_NON_TRADABLE","Wardrobe Skin: Blue Princess Dress","Skin de vestuario: Vestido de princesa azul","",""
"UNIQUE_UNLOCK_ARMOR_VANITY_DRESS_BLACK_NON_TRADABLE","Wardrobe Skin: Noblewoman's Dress","Skin de vestuario: Vestido de mujer noble","",""
"UNIQUE_UNLOCK_ARMOR_VANITY_PRIEST_NON_TRADABLE","Wardrobe Skin: Monk's Robe","Skin de vestuario: Túnica de monje","",""
"UNIQUE_UNLOCK_ARMOR_VANITY_WEDDING_DRESS_NON_TRADABLE","Wardrobe Skin: Bridal Dress","Skin de vestuario: Vestido de novia","",""
"UNIQUE_UNLOCK_ARMOR_VANITY_WEDDING_TUXEDO_NON_TRADABLE","Wardrobe Skin: Groom's Suit","Skin de vestuario: Traje de novio","",""
"UNIQUE_UNLOCK_ARMOR_VANITY_BARD_NON_TRADABLE","Wardrobe Skin: Bard's Suit","Skin de vestuario: Traje de bardo","",""
"UNIQUE_UNLOCK_ARMOR_VANITY_INNKEEPER_NON_TRADABLE","Wardrobe Skin: Innkeeper's Shirt","Skin de vestuario: Camisa de posadero","",""
"UNIQUE_UNLOCK_ARMOR_VANITY_PIRATE_NON_TRADABLE","Wardrobe Skin: Navigator's Coat","Skin de vestuario: Chaqueta de navegante","",""
"UNIQUE_UNLOCK_SHOES_VANITY_DRESS_BLUE_NON_TRADABLE","Wardrobe Skin: Blue Princess Shoes","Skin de vestuario: Zapatos de princesa azul","",""
"UNIQUE_UNLOCK_SHOES_VANITY_DRESS_BLACK_NON_TRADABLE","Wardrobe Skin: Noblewoman's Shoes","Skin de vestuario: Zapatos de mujer noble","",""
"UNIQUE_UNLOCK_SHOES_VANITY_PRIEST_NON_TRADABLE","Wardrobe Skin: Monk's Sandals","Skin de vestuario: Sandalias de monje","",""
"UNIQUE_UNLOCK_SHOES_VANITY_WEDDING_DRESS_NON_TRADABLE","Wardrobe Skin: Bridal Shoes","Skin de vestuario: Zapatos de novia","",""
"UNIQUE_UNLOCK_SHOES_VANITY_WEDDING_TUXEDO_NON_TRADABLE","Wardrobe Skin: Groom's Shoes","Skin de vestuario: Zapatos de novio","",""
"UNIQUE_UNLOCK_SHOES_VANITY_BARD_NON_TRADABLE","Wardrobe Skin: Bard's Shoes","Skin de vestuario: Zapatos de bardo","",""
"UNIQUE_UNLOCK_SHOES_VANITY_INNKEEPER_NON_TRADABLE","Wardrobe Skin: Innkeeper's Shoes","Skin de vestuario: Zapatos de posadero","",""
"UNIQUE_UNLOCK_SHOES_VANITY_PIRATE_NON_TRADABLE","Wardrobe Skin: Navigator's Boots","Skin de vestuario: Botas de navegante","",""
"UNIQUE_UNLOCK_CAPE_VANITY_WEDDING_TUXEDO_NON_TRADABLE","Wardrobe Skin: Groom's Cape","Skin de vestuario: Capa de novio","",""
"UNIQUE_UNLOCK_VANITY_2H_CHICKENGUN_EASTER_NON_TRADABLE","Wardrobe Skin: The Eggsecutioner","Skin de vestuario: El Eggsecutioner","",""
"UNIQUE_UNLOCK_OFF_VANITY_PRIEST_NON_TRADABLE","Wardrobe Skin: Monk's Walking Staff","Skin de vestuario: Bastón de monje","",""
"UNIQUE_UNLOCK_OFF_VANITY_WEDDING_DRESS_NON_TRADABLE","Wardrobe Skin: Bridal Bouquet","Skin de vestuario: Ramo de novia","",""
"UNIQUE_UNLOCK_OFF_VANITY_WEDDING_TUXEDO_NON_TRADABLE","Wardrobe Skin: Wedding Ring","Skin de vestuario: Anillo de bodas","",""
"UNIQUE_UNLOCK_OFF_VANITY_INNKEEPER_NON_TRADABLE","Wardrobe Skin: Innkeeper's Beer Mug","Skin de vestuario: Jarra de cerveza del posadero","",""
"UNIQUE_UNLOCK_OFF_VANITY_PIRATE_NON_TRADABLE","Wardrobe Skin: Navigator's Parrot Cage","Skin de vestuario: Jaula de loro de navegante","",""
"UNIQUE_UNLOCK_SKIN_HORSE_BROWN_NON_TRADABLE","Riding Horse Skin: Brown Mare","Skin de caballo de montar: Yegua marrón","",""
"UNIQUE_UNLOCK_SKIN_HORSE_KEEPER_NON_TRADABLE","Riding Horse Skin: Keeper Horse","Skin de caballo de montar: Caballo guardián","",""
"UNIQUE_UNLOCK_SKIN_HORSE_UNICORN_NON_TRADABLE","Riding Horse Skin: Nightshade Unicorn","Skin de caballo de montar: Unicornio nocturno","",""
"UNIQUE_UNLOCK_SKIN_ARMORED_HORSE_T5_GUILD_NON_TRADABLE","Armored Horse Skin: Expert's Guild Warhorse","Skin de caballo blindado: Caballo de guerra de gremio del experto","",""
"UNIQUE_UNLOCK_SKIN_ARMORED_HORSE_T6_GUILD_NON_TRADABLE","Armored Horse Skin: Master's Guild Warhorse","Skin de caballo blindado: Caballo de guerra de gremio del maestro","",""
"UNIQUE_UNLOCK_SKIN_ARMORED_HORSE_T7_GUILD_NON_TRADABLE","Armored Horse Skin: Grandmaster's Guild Warhorse","Skin de caballo blindado: Caballo de guerra de gremio del gran maestro","",""
"UNIQUE_UNLOCK_SKIN_ARMORED_HORSE_T8_GUILD_NON_TRADABLE","Armored Horse Skin: Elder's Guild Warhorse","Skin de caballo blindado: Caballo de guerra de gremio del anciano","",""
"UNIQUE_UNLOCK_SKIN_OX_BISON_AH_NON_TRADABLE","Transport Ox Skin: Auction House Ox","Skin de buey de transporte: Buey de subasta","",""
"UNIQUE_UNLOCK_SKIN_OX_BISON_ROYAL_NON_TRADABLE","Transport Ox Skin: Royal Ox","Skin de buey de transporte: Buey real","",""
"UNIQUE_UNLOCK_SKIN_OX_BLACKMARKET_NON_TRADABLE","Transport Ox Skin: Black Market Ox","Skin de buey de transporte: Buey de mercado negro","",""
"UNIQUE_HEAD_VANITY_DRESS_GREEN","Green Princess Hat","Sombrero de princesa verde","",""
"UNIQUE_UNLOCK_HEAD_VANITY_DRESS_GREEN_NON_TRADABLE","Wardrobe Skin: Green Princess Hat","Skin de vestuario: Sombrero de princesa verde","",""
"UNIQUE_ARMOR_VANITY_DRESS_GREEN","Green Princess Dress","Vestido de princesa verde","",""
"UNIQUE_UNLOCK_ARMOR_VANITY_DRESS_GREEN_NON_TRADABLE","Wardrobe Skin: Green Princess Dress","Skin de vestuario: Vestido de princesa verde","",""
"UNIQUE_SHOES_VANITY_DRESS_GREEN","Green Princess Shoes","Zapatos de princesa verde","",""
"UNIQUE_UNLOCK_SHOES_VANITY_DRESS_GREEN_NON_TRADABLE","Wardrobe Skin: Green Princess Shoes","Skin de vestuario: Zapatos de princesa verde","",""
"UNIQUE_HEAD_VANITY_ENTERTAINER","Entertainer's Mask","Máscara de animador","",""
"UNIQUE_UNLOCK_HEAD_VANITY_ENTERTAINER_NON_TRADABLE","Wardrobe Skin: Entertainer's Mask","Skin de vestuario: Máscara de animador","",""
"UNIQUE_ARMOR_VANITY_ENTERTAINER","Entertainer's Costume","Vestuario de animador","",""
"UNIQUE_UNLOCK_ARMOR_VANITY_ENTERTAINER_NON_TRADABLE","Wardrobe Skin: Entertainer's Costume","Skin de vestuario: Vestuario de animador","",""
"UNIQUE_SHOES_VANITY_ENTERTAINER","Entertainer's Shoes","Zapatos de animador","",""
"UNIQUE_UNLOCK_SHOES_VANITY_ENTERTAINER_NON_TRADABLE","Wardrobe Skin: Entertainer's Shoes","Skin de vestuario: Zapatos de animador","",""
"UNIQUE_HEAD_VANITY_NIGHTGOWN","Sleeping Cap","Gorro de dormir","",""
"UNIQUE_UNLOCK_HEAD_VANITY_NIGHTGOWN_NON_TRADABLE","Wardrobe Skin: Sleeping Cap","Skin de vestuario: Gorro de dormir","",""
"UNIQUE_CAPE_VANITY_HYENA","Hyena Cape","Capa de hiena","",""
"UNIQUE_UNLOCK_CAPE_VANITY_HYENA_NON_TRADABLE","Wardrobe Skin: Hyena Cape","Skin de vestuario: Capa de hiena","",""
"SKIN_COUGAR_AMETHYST","Amethyst Cougar","Puma amatista","",""
"UNIQUE_UNLOCK_SKIN_COUGAR_AMETHYST","Swiftclaw Skin: Amethyst Cougar","Skin de garrapresta: Puma amatista","",""
"SKIN_GIANTSTAG_ALPACA_BROWN","Brown Alpaca","Alpaca marrón","",""
"UNIQUE_UNLOCK_SKIN_GIANTSTAG_ALPACA_BROWN","Stag Skin: Brown Alpaca","Skin de ciervo: Alpaca marrón","",""
"SKIN_HORSE_UNICORN_AMETHYST","Amethyst Unicorn","Unicornio amatista","",""
"UNIQUE_UNLOCK_SKIN_HORSE_UNICORN_AMETHYST","Riding Horse Skin: Amethyst Unicorn","Skin de caballo de montar: Unicornio amatista","",""
"UNIQUE_HEAD_VANITY_PIRATE_GREEN","Green Navigator's Hat","Sombrero verde de navegante","",""
"UNIQUE_UNLOCK_HEAD_VANITY_PIRATE_GREEN_NON_TRADABLE","Wardrobe Skin: Green Navigator's Hat","Skin de vestuario: Sombrero verde de navegante","",""
"UNIQUE_ARMOR_VANITY_PIRATE_GREEN","Green Navigator's Coat","Chaqueta verde de navegante","",""
"UNIQUE_UNLOCK_ARMOR_VANITY_PIRATE_GREEN_NON_TRADABLE","Wardrobe Skin: Green Navigator's Coat","Skin de vestuario: Chaqueta verde de navegante","",""
"UNIQUE_SHOES_VANITY_PIRATE_GREEN","Green Navigator's Boots","Botas verdes de navegante","",""
"UNIQUE_UNLOCK_SHOES_VANITY_PIRATE_GREEN_NON_TRADABLE","Wardrobe Skin: Green Navigator's Boots","Skin de vestuario: Botas verdes de navegante","",""
"UNIQUE_OFF_VANITY_PIRATE_RED","Navigator's Red Parrot Cage","Jaula de loro rojo de navegante","",""
"UNIQUE_UNLOCK_OFF_VANITY_PIRATE_RED_NON_TRADABLE","Wardrobe Skin: Navigator's Red Parrot Cage","Skin de vestuario: Jaula de loro rojo de navegante","",""
"UNIQUE_OFF_VANITY_PIRATE_GREEN","Navigator's Green Parrot Cage","Jaula de loro verde de navegante","",""
"UNIQUE_UNLOCK_OFF_VANITY_PIRATE_GREEN_NON_TRADABLE","Wardrobe Skin: Navigator's Green Parrot Cage","Skin de vestuario: Jaula de loro verde de navegante","",""
"UNIQUE_OFF_VANITY_PIRATE_COCKATOO","Navigator's Cockatoo Cage","Jaula de cacatúa de navegante","",""
"UNIQUE_UNLOCK_OFF_VANITY_PIRATE_COCKATOO_NON_TRADABLE","Wardrobe Skin: Navigator's Cockatoo Cage","Skin de vestuario: Jaula de cacatúa de navegante","",""
"UNIQUE_HEAD_VANITY_PRIEST_RED","Exiled Monk's Hood","Capucha de monje exiliado","",""
"UNIQUE_UNLOCK_HEAD_VANITY_PRIEST_RED_NON_TRADABLE","Wardrobe Skin: Exiled Monk's Hood","Skin de vestuario: Capucha de monje exiliado","",""
"UNIQUE_ARMOR_VANITY_PRIEST_RED","Exiled Monk's Robe","Túnica de monje exiliado","",""
"UNIQUE_UNLOCK_ARMOR_VANITY_PRIEST_RED_NON_TRADABLE","Wardrobe Skin: Exiled Monk's Robe","Skin de vestuario: Túnica de monje exiliado","",""
"UNIQUE_SHOES_VANITY_PRIEST_RED","Exiled Monk's Sandals","Sandalias de monje exiliado","",""
"UNIQUE_UNLOCK_SHOES_VANITY_PRIEST_RED_NON_TRADABLE","Wardrobe Skin: Exiled Monk's Sandals","Skin de vestuario: Sandalias de monje exiliado","",""
"UNIQUE_OFF_VANITY_PRIEST_RED","Exiled Monk's Walking Staff","Cachava de monje exiliado","",""
"UNIQUE_UNLOCK_OFF_VANITY_PRIEST_RED_NON_TRADABLE","Wardrobe Skin: Exiled Monk's Walking Staff","Skin de vestuario: Cachava de monje exiliado","",""
"UNIQUE_CAPE_VANITY_SNOWLEOPARD","Snow Leopard Cape","Capa de leopardo de las nieves","",""
"UNIQUE_UNLOCK_CAPE_VANITY_SNOWLEOPARD_NON_TRADABLE","Wardrobe Skin: Snow Leopard Cape","Skin de vestuario: Capa de leopardo de las nieves","",""
"UNIQUE_HEAD_VANITY_RICH_NOBLE_PURPLE","Purple Rich Noble's Hat","Sombrero púrpura de noble rico","",""
"UNIQUE_UNLOCK_HEAD_VANITY_RICH_NOBLE_PURPLE_NON_TRADABLE","Wardrobe Skin: Purple Rich Noble's Hat","Skin de vestuario: Sombrero púrpura de noble rico","",""
"UNIQUE_ARMOR_VANITY_RICH_NOBLE_PURPLE","Purple Rich Noble's Doublet","Doblete púrpura de noble rico","",""
"UNIQUE_UNLOCK_ARMOR_VANITY_RICH_NOBLE_PURPLE_NON_TRADABLE","Wardrobe Skin: Purple Rich Noble's Doublet","Skin de vestuario: Doblete púrpura de noble rico","",""
"UNIQUE_SHOES_VANITY_RICH_NOBLE_PURPLE","Purple Rich Noble's Footwear","Calzado púrpura de noble rico","",""
"UNIQUE_UNLOCK_SHOES_VANITY_RICH_NOBLE_PURPLE_NON_TRADABLE","Wardrobe Skin: Purple Rich Noble's Footwear","Skin de vestuario: Calzado púrpura de noble rico","",""
"UNIQUE_HEAD_VANITY_NIGHTGOWN_BLACK","Black Sleeping Cap","Gorro de dormir negro","",""
"UNIQUE_UNLOCK_HEAD_VANITY_NIGHTGOWN_BLACK_NON_TRADABLE","Wardrobe Skin: Black Sleeping Cap","Skin de vestuario: Gorro de dormir negro","",""
"UNIQUE_HEAD_VANITY_NIGHTGOWN_BELL","Sleeping Cap with Bell","Gorro de dormir con campana","",""
"UNIQUE_UNLOCK_HEAD_VANITY_NIGHTGOWN_BELL_NON_TRADABLE","Wardrobe Skin: Sleeping Cap with Bell","Skin de vestuario: Gorro de dormir con campana","",""
"UNIQUE_HEAD_VANITY_BARD_BLUE","Blue Bard's Hat","Sombrero azul de bardo","",""
"UNIQUE_UNLOCK_HEAD_VANITY_BARD_BLUE_NON_TRADABLE","Wardrobe Skin: Blue Bard's Hat","Skin de vestuario: Sombrero azul de bardo","",""
"UNIQUE_ARMOR_VANITY_BARD_BLUE","Blue Bard's Suit","Traje azul de bardo","",""
"UNIQUE_UNLOCK_ARMOR_VANITY_BARD_BLUE_NON_TRADABLE","Wardrobe Skin: Blue Bard's Suit","Skin de vestuario: Traje azul de bardo","",""
"UNIQUE_SHOES_VANITY_BARD_BLUE","Blue Bard's Shoes","Zapatos azules de bardo","",""
"UNIQUE_UNLOCK_SHOES_VANITY_BARD_BLUE_NON_TRADABLE","Wardrobe Skin: Blue Bard's Shoes","Skin de vestuario: Zapatos azules de bardo","",""
"SKIN_DIREWOLF_FENNEK","Fennec","Fénec","",""
"UNIQUE_UNLOCK_SKIN_DIREWOLF_FENNEK","Direwolf Skin: Fennec","Skin de huargo: Fénec","",""
"SKIN_HORSE_QUESTING_BEAST_GREEN","Green Chimera","Quimera verde","",""
"UNIQUE_UNLOCK_SKIN_HORSE_QUESTING_BEAST_GREEN","Riding Horse Skin: Green Chimera","Skin de caballo: Quimera verde","",""
"T1_KILL_EMOTE_TOMBSTONE_CHARGES_NONTRADABLE","Tombstone Victory Emote Charge","Carga del emote de victoria de lápida","Consuming this item grants one charge of the Victory Emote 'Tombstone' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""lápida"" en esta cuenta."
"T1_KILL_EMOTE_FLAG_CHARGES_NONTRADABLE","Guild Banner Victory Emote Charge","Carga del emote de victoria de estandarte de gremio","Consuming this item grants one charge of the Victory Emote 'Guild Banner' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""estandarte de gremio"" en esta cuenta."
"T1_KILL_EMOTE_GHOST_CHARGES_NONTRADABLE","Ghost Victory Emote Charge","Carga del emote de victoria de fantasma","Consuming this item grants one charge of the Victory Emote 'Ghost' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""fantasma"" en esta cuenta."
"T1_KILL_EMOTE_OVERGROWN_CHARGES_NONTRADABLE","Overgrown Victory Emote Charge","Carga del emote de victoria de ""Cubierto de vegetación""","Consuming this item grants one charge of the Victory Emote 'Overgrown' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""Cubierto de vegetación"" en esta cuenta."
"T1_KILL_EMOTE_HELLGATE_CHARGES_NONTRADABLE","Hellgate Victory Emote Charge","Carga del emote de victoria de Hellgate","Consuming this item grants one charge of the Victory Emote 'Hellgate' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""Hellgate"" en esta cuenta."
"T1_KILL_EMOTE_SWORD_CHARGES_NONTRADABLE","Sword Victory Emote Charge","Carga del emote de victoria de espada","Consuming this item grants one charge of the Victory Emote 'Sword' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""espada"" en esta cuenta."
"T1_KILL_EMOTE_HAMMER_CHARGES_NONTRADABLE","Hammer Victory Emote Charge","Carga del emote de victoria de martillo","Consuming this item grants one charge of the Victory Emote 'Hammer' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""martillo"" en esta cuenta."
"T1_KILL_EMOTE_FLAG_MOBILE_CHARGES_NONTRADABLE","Mobile Banner Victory Emote Charge","Carga del emote de victoria de estandarte de móvil","Consuming this item grants one charge of the Victory Emote 'Mobile Banner' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""estandarte de móvil"" en esta cuenta."
"T1_KILL_EMOTE_FLAG_DESKTOP_CHARGES_NONTRADABLE","Desktop Banner Victory Emote Charge","Carga del emote de victoria de estandarte de PC","Consuming this item grants one charge of the Victory Emote 'Desktop Banner' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""estandarte de PC"" en esta cuenta."
"T1_KILL_EMOTE_FLAG_CONTROLLER_CHARGES_NONTRADABLE","Controller Banner Victory Emote Charge","Carga del emote de victoria de estandarte de controles","Consuming this item grants one charge of the Victory Emote 'Controller Banner' on this account.","Consumir este objeto otorga una carga del emote de victoria de ""estandarte de controles"" en esta cuenta."
